"","source_id","author","year","journal","citation","table_figure"
"627","41497","Adamicka",1991,NA,"Adamicka, P.S. 1991. A food schedule for <i>Cottus gobio</i> L. (Pisces) in Oberer Seebach, Ritrodat-Lunz study area, Austria. Verh. Int. Ver. Theor. Angew. Limnol. 24:1941-1943.",NA
"628","30433","Shuozeng",1993,NA,"Shuozeng, D. 1993. Food habits and seasonal variation of stomach contents of tongue sole <i>Cynoglossus semilaevis</i> (Günther) in the Bohai Sea. Chin. J. Oceanol. Limnol. 11(1):89-96.",NA
"629","117845","Deng",1988,NA,"Deng, J.; Meng, T..; Ren, S. 1988. Food web of fishes in the Bohai Sea. Marine Fisheries Research 9:151-171.",NA
"630","13633","Bisht",1981,NA,"Bisht, R.S.; Das, S.M. 1981. Observations on aquatic insects as food of fishes and the predatory action of some aquatic insects on fish and fish food. J. Inland Fish. Soc. India 13(2):80-86.",NA
"631","13802","Cruz",1987,NA,"Cruz, G.A. 1987. Reproductive biology and feeding habits of cuyamel, <i>Joturus pichardi</i> and tepemechín, <i>Agonostomus monticola</i> (Pisces; Mugilidae) from Rio Plátano, Mosquitia, Honduras. Bull. Mar. Sci. 40(1):63-72.",NA
"632","58913","Spence",2007,NA,"Spence, R.; Fatema, M.K.; Ellis, S.; Ahmed, Z.F.; Smitz, C. 2007. Diet, growth and recruitment of wild zebrafish in Bangladesh. J. Fish Biol. 71(1):304-309.",NA
"633","55376","Weliange",2003,NA,"Weliange, W.S.; Amarasinghe, U.S. 2003. Accounting for diel feeding periodicity in quantifying food resource partitioning in fish assemblages in three reservoirs of Sri Lanka. Asian Fish. Sci. 16(3&4):203-213.",NA
"634","104294","Vitule",2002,NA,"Vitule, J.R.S.; Aranha, J.M.R. 2002. Feeding ecology of the """"lambari"""". <i>Deuterodon langei</i> Travassos, 1957 (Characidae, Tetragonopterinae), of different sizes on Atlantic forest stream, Paraná (Brazil). Acta Biol. Par. Curitiba 31(1-4):137-150.",NA
"635","42686","YáNez-Arancibia",1989,NA,"Yánez-Arancibia, A.; Díaz-González, G. 1989. Ecologia trofodinámica de <i>Dormitator latifrons</i> (Richardson) en nueve lagunas costeras del Pacifico de México. An. Centro Cienc. Del. Mar. Y Limnol. Univ. Nal. Autón. México 4(1):125-140.",NA
"636","30519","Teixeira",1994,NA,"Teixeira, R.L. 1994. Abundance, reproductive period, and feeding habits of eleotrid fishes in estuarine habitats of north-east Brazil. J. Fish Biol. 45(5):749-761.",NA
"637","30208","Winemiller",1998,NA,"Winemiller, K.O.; Ponwith, B.J. 1998. Comparative ecology of eleotrid fishes in Central American coastal streams. Environ. Biol. Fishes 53(4):373-384.",NA
"638","39844","Craig",1981,NA,"Craig, P.C.; Haldorson, L. 1981. Fish. In Environmental Assessment of the Alaskan Continental Shelf, Final Reports, Biological Studies 7:384-678. U.S. Dep. Commer., Natl. Oceanic Atmos. Admin., Off. Mar. Pollut. Assess., Juneau, Alaska.",NA
"639","9046","Maksimenko",1985,NA,"Maksimenko, V.V. 1985. Trophic relationships among young fishes in the Gulf of Korf. J. Ichthyol. 25(1):18-24.",NA
"640","56603","Zalesskikh",1985,NA,"Zalesskikh, L.M. 1985. Feeding of one-summer old nawaga (Eleginus navaga) in the Pechora inlet of the Barents Sea. P. 51-57 in Tarverdieva, M.I., N.Ya. Lipskaya and I. Ya. Ponomarenko (Eds.). Feeding and food supply of fishes at different life stages as the factor of formation of their abundance, growth and aggregations. Moscow, VNIRO.",NA
"641","54520","Maeda",2004,NA,"Maeda, K.; Tachihara, K. 2004. Instream distributions and feeding habits of two species of sleeper, <i>Eleotris acanthopoma</i> and <i>Eleotris fusca</i>, in the Teima River, Okinawa Island. Ichthyol Res. 51:233-240.",NA
"642","30691","Salini",1998,NA,"Salini, J.P.; Brewer, D.T.; Blaber, S.J.M. 1998. Dietary studies on the predatory fishes of the Norman River estuary, with particular reference to penaeid prawns. Estuar. Coast. Shelf-Sci. 46(6):837-847.",NA
"643","33523","Polling",1992,NA,"Polling, L.; Schoonbee, H.J.; Saayman, J.E. 1992. Feeding habits of two small cyprinids, in a subtropical impoundment in the Transvaal, South Africa. J. Zool. Afr. 106:243-252.",NA
"644","33525","Polling",1992,NA,"Polling, L.; Schoonbee, H.J.; Saayman, J.E. 1992. Diet of two small <i>Barbus</i> spp. in a tropical South African impoundment. S. Afr. Tydskr. Natuurnav. 22(2):40-44.",NA
"645","80374","Venturelli",2006,NA,"Venturelli, P.A.; Tonn, W.M. 2006. Diet and growth of northern pike in the absence of prey fishes: initial consequences for persisting in disturbance-prone lakes. Trans. Am. Fish. Soc. 135:1512-1522.",NA
"646","5992","Schwalme",1992,NA,"Schwalme, K. 1992. A quantitative comparison between diet and body fatty acid composition in wild northern pike (<i>Esox lucius</i> L.). Fish Physiol. Biochem. 10(2):91-98.",NA
"647","5732","Stephenson",1991,NA,"Stephenson, S.A.; Momot, W.T. 1991. Food habits and growth of walleye, <i>Stizostedion vitreum</i>, smallmouth bass, <i>Micropterus dolomieui</i>, and northern pike, <i>Esox lucius</i>, in the Kaministiquia River, Ontario. Can. Field Nat. 105(4):517-521.",NA
"648","32418","Wahl",1991,NA,"Wahl, D.H.; Stein, R.A. 1991. Food consumption and growth of three esocids: field tests of a bioenergetic model. Trans. Am. Fish. Soc. 120(2):230-246.",NA
"649","4843","Treasurer",1992,NA,"Treasurer, J.W.; Owen, R.; Bowers, E. 1992. The population dynamics of pike, <i>Esox lucius</i>, and perch, <i>Perca fluviatilis</i>, in a simple predator-prey system. Environ. Biol. Fishes 34(1):65-78.",NA
"650","30593","Werner",1996,NA,"Werner, R.G.; Jonckheere, B.V.; Clapsadl, M.D.; Farrell, J.M. 1996. A bioenergetic exploration of piscivory and planktivory during the early life history of two species of freshwater fishes. Mar. Freshwat. Res. 47:113-121.",NA
"651","33799","Orr",1989,NA,"Orr, J. 1989. Feeding behavior of the green-breast darter, <i>Etheostoma jordani</i> (Percidae: Etheostomatini). Copeia 1989(1):202-206.",NA
"652","26981","Knight",1994,NA,"Knight, J.G.; Ross, S.T. 1994. Feeding habits of the Bayou darter. Trans. Am. Fish. Soc. 123(5):794-802.",NA
"653","46535","Nieland",1980,NA,"Nieland, H. 1980. Qualitative and quantitative aspects of the food of <i>Ethmalosa fimbriata</i> (Bowdich) in the Ebrie lagoon (Ivory coast). Doc. Sci. Cent. Rech. Océanogr. Abidjan 11(1):85-95.",NA
"654","46593","LóPez-Peralta",2002,NA,"López-Peralta, R.H.; Arcila, C.A.T. 2002. Diet composition of fish species form the southern continental shelf of Colombia. Naga, WorldFish Center Q. 25(3&4):23-29.",NA
"655","89216","Santos",1997,NA,"Santos, A.C.A.; Araújo, F.G. 1997. Hábitos alimentares de três espécies de Gerreidae (Osteichthyes, Perciformes) na Baía de Sepetiba, RJ. Arquivos de Biologia e Tecnologia, 40(2):359-368.",NA
"656","8981","Vega-Cendejas",1994,NA,"Vega-Cendejas, M.E.; Hernandez, M.; Arreguin-Sanchez, F. 1994. Trophic interrelations in a beach seine fishery from the northwestern coast of the Yucatan peninsula. J. Fish Biol. 44(4):647-659.",NA
"657","13806","Motta",1995,NA,"Motta, P.J.; Clifton, K.B.; Hernandez, P.; Eggold, B.T.; Giordano, S.D.; Wilcox, R. 1995. Feeding relationships among nine species of seagrass fishes of Tampa Bay, Florida. Bull. Mar. Sci. 56(1):185-200.",NA
"658","27665","Randall",1998,NA,"Randall, J.E. 1998. Review of the cardinalfishes (Apogonidae) of the Hawaiian Islands, with descriptions of two new species. aqua, J. Ichthyol. Aquat. Biol. 3(1):25-38.",NA
"659","101917","Tomoleoni",2007,NA,"Tomoleoni, J.A. 2007. Patterns of abundance, distribution, and size composition of the rainwater killifish (<i>Lucania parva</i>) in a subtropical bay. Open Access Theses. Paper 81.  University of Miami, Florida. MS thesis. 38p.",NA
"660","42158","Yozzo",1993,NA,"Yozzo, D.J.; Odum, W.E. 1993. Fish predation on epiphytic microcrustacea in Tivoli South Bay, a Hudson River tidal freshwater wetland. Hydrobiologia 257(1):37-46.",NA
"661","42157","Johnson",1993,NA,"Johnson, J.H.; Dropkin, D.S. 1993. Diel variation in diet composition of a riverine fish community. Hydrobiologia 271(3):149-158.",NA
"662","42248","Minello",1989,NA,"Minello, T.J.; Zimmerman, R.J.; Czapla, T.E. 1989. Habitat-related differences in diets of small fishes in Lavaca Bay, Texas, 1985-1986. NOAA Tech. Memo. SEFC-NMFS-236:1-16.",NA
"663","13537","Glova",1991,NA,"Glova, G.J.; Sagar, P.M. 1991. Dietary and spatial overlap between stream populations of a native and two introduced fish species in New Zealand. Aust. J. Mar. Freshwat. Res. 42(4):423-433.",NA
"664","42662","Kusabs",1991,NA,"Kusabs, I.A.; Swales, S. 1991. Diet and food resource partitioning in koaro, <i>Galaxias brevipinnis</i> (Günther), and juvenile rainbow trout, <i>Oncorhynchus mykiss</i> (Richardson), in two Taupo streams, New Zealand. N. Z. J. Mar. Freshwat. Res. 25(3):317-325.",NA
"665","30533","Ferriz",1996,NA,"Ferriz, R.A.; Aramburu, W.S. 1996. Dieta de <i>Galaxias maculatus</i> (Jenyns, 1842) (Salmoniformes: Galaxiidae) en un embalse norpatagonico. Boll. Mus. Reg. Sci. nat. Torino 14(1):249-257.",NA
"666","33583","Mansfield",1998,NA,"Mansfield, S.; Mcardle, B.H. 1998. Dietary composition of <i>Gambusia affinis</i> (Family Poeciliidae) populations in the northern Waikato region of New Zealand. N.Z. J. Mar. Freshwat. Res. 32(3):375-383.",NA
"667","36319","GarcíA-Berthou",1999,NA,"García-Berthou, E. 1999. Food of introduced mosquitofish: ontogenetic diet shift and prey selection. J. Fish Biol. 55(1):135-147.",NA
"668","12070","Blegvad",1917,NA,"Blegvad, H. 1917. On the food of fish in the Danish waters within the Skaw. Rep. Danish Biol. St. Board Agric. Copenh. 2:49-72.",NA
"669","30507","Thorman",1986,NA,"Thorman, S.; Wiederholm, A.-M. 1986. Food, habitat and time niches in a costal fish species assemblage in a brackish water bay in the Bothnian Sea, Sweden. J. Exp. Mar. Biol. Ecol. 95:67-86.",NA
"670","30592","Thiel",1996,NA,"Thiel, R.; Mehner, T.; Köpcke, B.; Kafemann, R. 1996. Diet niche relationship among early life stages of fish in German estuaries. Mar. Freshwat. Res. 47:123-136.",NA
"671","42307","Maksimenkov",1995,NA,"Maksimenkov, V.V.; Tokranov, A.M. 1995. Feeding habits of three-spined stickleback, <i>Gasterosteus aculeatus</i> (Gasterosteidae) in the Bol'shaya river estuary (West Kamchatka). J. Ichthyol. 35(6):88-99.",NA
"672","47371","Walsh",1984,NA,"Walsh, G.; Fitzgerald, G.J. 1984. Biais inhérents à l'analyse de l'alimentation des poissons. Cas de trois espèces d'épinoches (Gasterosteidae). Nat. Can. 111:193-202.",NA
"673","47709","SáNchez-GonzáLes",2001,NA,"Sánchez-Gonzáles, S.; Ruiz-Campos, G.; Contreras-Balderas, S. 2001. Feeding ecology and habitat of the threespine stickleback, <i>Gasterosteus aculeatus microcephalus</i>, in a remnant population of northwestern Baja California, México. Ecol. Freshwat. Fish 10(4):191-197.",NA
"674","55797","Kulbicki",2005,NA,"Kulbicki, M.; Bozec, Y.-M.; Labrosse, P.; Letourneur, Y.; Mou-Tham, G.; Wantiez, L. 2005. Diet composition of carnivorous fishes from coral reef lagoons of New Caledonia. Aquat. Living Resour. 18:231-250.",NA
"675","9162","Coates",1992,NA,"Coates, D. 1992. Biology of <i>Oxyeleotris heterodon</i> and its major prey, <i>Ophieleotris aporos</i>, two floodplain sleepers (Pisces: Eleotrididae) of the Sepik River fishery, northern Papua New Guinea. Environ. Biol. Fishes 34(1):51-64.",NA
"676","12567","Van",1995,NA,"van Zwieten, P.A.M. 1995. Biology of the cardinalfish <i>Glossamia gjellerupi</i> (Perciformes: Apogonidae) from the Sepik-Ramu River basin, Papua New Guinea. Environ. Biol. Fishes 42(2):161-179.",NA
"677","30769","Yuma",1998,NA,"Yuma, M.; Narita, T.; Hori, M.; Kondo, T. 1998. Food resources of shrimp-eating cichlid fishes in Lake Tanganyika. Environ. Biol. Fishes 52(1-3):371-378.",NA
"678","6195","Ulyel",1991,NA,"Ulyel, A.P.; Ollevier, F.; Ceusters, R.; Thys van den Audenaerde, D.F.E. 1991. Food and feeding habits of <i>Haplochromis</i> (Teleostei: Cichlidae) from Lake Kivu (Central Africa). II. Daily feeding periodicity and dietary changes of some Haplochromis species under natural conditions. Belg. J. Zool. 121:93-112.",NA
"679","13624","Fermon",1997,NA,"Fermon, Y. 1997. Les <i>Haplochromis</i> spp. (Teleostei, Cichlidae) des zones rocheuses du Mwanza Gulf, lac Victoria, Tanzanie: Structure des communautes et écomorphologie. Thèse présentée pour l'obtention du Diplôme de Doctorat du Muséum National d'Histoire naturelle. Thèses et Documents Microfichés No. 157. ORSTOM, Paris.",NA
"680","75297","Pikuleva",1952,NA,"Pikuleva, V.A. 1952. Fddeing of spotted steed <i>Hemibarbus maculatus</i> (Bleek.) and barbel steed <i>Hemibarbus labeo</i> (Pall.) in Amur River basin. Trudy Amurskoi Ikhtiologicheskoi Ekspeditsii. Vol. 3. P. 419-434.",NA
"681","30518","Winemiller",1994,NA,"Winemiller, K.O.; Kelso-Winemiller, L.C. 1994. Comparative ecology of the African pike, <i>Hepsetus odoe</i>, and tigerfish, <i>Hydrocynus forskahlii</i>,in the Zambezi River floodplain. J. Fish Biol. 45(2):211-225.",NA
"682","57503","Hulsey",2006,NA,"Hulsey, C.D.; Marks, J.; Hendrickson, D.A.; Williamson, C.A.; Cohen, A.E.; Stephens, M.J. 2006. Feeding specialization in <i>Herichthys minckleyi</i>: a trophically polymorphic fish. J. Fish Biol. 68(5):1399-1410.",NA
"683","9004","Milton",1994,NA,"Milton, D.A.; Blaber, S.J.M.; Rawlinson, N.J.F. 1994. Diet, prey selection, and their energetic relationship to reproduction in the tropical herring <i>Herklotsichthys quadrimaculatus</i> in Kiribati, Central Pacific. Mar. Ecol. Prog. Ser. 103:239-250.",NA
"684","33547","Ugwumba",1992,NA,"Ugwumba, A.A.A. 1992. The food and feeding habits of <i>Heterotis niloticus</i> (Teleostei: Osteoglossidae) in a small tropical man-made lake in Ibadan, Nigeria. J. Afr. Zool. 106:113-123.",NA
"685","56180","Adite",2005,NA,"Adite, A.; Winemiller, K.O.; Fiogbe, E.D. 2005. Ontogenetic, seasonal, and spatial variation in the diet of <i>Heterotis niloticus</i> (Osteoglossiformes: Osteoglossidae) in the Sô River and Lake Hlan, Benin, West Africa. Environ. Biol. Fishes 73:367-378.",NA
"686","36761","Blaber",1979,NA,"Blaber, S.J.M. 1979. The biology of filter feeding teleosts in Lake St Lucia, Zululand. J. Fish Biol. 15(1):37-59.",NA
"687","33055","Donald",1977,NA,"Donald, D.B.; Kooyman, A.H. 1977. Food, feeding habits, and growth of goldeye, <i>Hiodon alosoides</i> Rafinesque), in waters of the Peace-Athabasca Delta. Can. J. Zool. 55:1038-1047.",NA
"688","89200","Hahn",1997,NA,"Hahn, N.S.; Almeida, V.L.; Luz, K.D.G. 1997. Alimentação e ciclo alimentar diário de <i>Holoplosternum littorale</i> (Hancock) (Siluriformes, Callichthyidae) nas lagoas Guaraná e Patos da planície do Alto Rio Paraná, Brasil. Revista Brasileira de Zoologia, 14(1):57-64.",NA
"689","78456","Sreeraj",2006,NA,"Sreeraj, N.; Raghavan, R.; Prasad, G. 2006. The diet of <i>Horabagrus brachysoma</i> (Gunther), an endangered bagrid catfish from Lake Vembanad (South India). J. Fish Biol. 69(2):637-642.",NA
"690","75053","Levanidov",1951,NA,"Levanidov, V.Y. 1951. Feeding of Taimen in foothill inflows of the Amur river. Bull. Mosc. Soc. Naturalists, Sec. Biol. 56(6):31-38.",NA
"691","56540","Babushkin",1964,NA,"Babushkin, N.Y. 1964. Biology and fisheries of Caspian beluga. Trudy VNIRO 51:183-258.",NA
"692","76880","GarcíA-Alzate",2008,NA,"García-Alzate, C.A.; Román-Valencia, C.; Taphorn, D.C. 2008. <i>Hyphessobrycon oritoemsis</i> (Characiformes: Characidae), a new species from the Putumayo River drainage, Colombian Amazon. Zootaxa 1813:42-50.",NA
"693","58212","Vasilets",1998,NA,"Vasilets, P.M.; Maksimenkov, V.V. 1998. Some biological aspects of juvenile Japanese smelt <i>Hypomesus japonicus</i> (Brevoort) (Osmeridae) in coastal waters of the Eastern Kamchatka. Studied on the biology and abundance dynamics of commercial fishes of Kamchatkan shelf. Collected papers. Vol. 4. KamchatNIRO, Petropavlovsk-Kamchatsky. P. 52-56.",NA
"694","9010","Maksimenkov",1993,NA,"Maksimenkov, V.V.; Tokranov, A.M. 1993. The diet of pond smelt, <i>Hypomesus olidus</i>, in the Bol'shaya River estuary (western Kamchatka). J. Ichthyol. 33(9):11-21.",NA
"695","32513","Moyle",1992,NA,"Moyle, P.B.; Herbold, B.; Stevens, D.E.; Miller, L.W. 1992. Life history and status of delta smelt in the Sacramento-San Joaquin Estuary, California. Trans. Am. Fish. Soc. 121(1):67-77.",NA
"696","30532","Cremer",1980,NA,"Cremer, M.C.; Smitherman, R.O. 1980. Food habits and growth of silver and bighead carp in cages and ponds. Aquaculture 20:57-64.",NA
"697","57674","Balcombe",2006,NA,"Balcombe, S.R.; Humphries, P. 2006. Diet of the western carp gudgeon (<i>Hypseleotris klunzingeri</i> Ogilby) in an Australian floodplain lake: the role of water level stability. J. Fish Biol. 68(5):1484-1493.",NA
"698","9673","Turner",1966,NA,"Turner, J.L. 1966. Distribution of threadfin shad, <i>Dorosoma petenense</i>; tule perch, <i>Hysterocarpus traskii</i>; sculpin spp. and crayfish spp. in the Sacramento-San Joaquin Delta. p. 160-168. In J.L. Turner and D.W. Kelly (comp.) Ecological studies of the Sacramento-San Joaquin Delta. Part II Fishes of the Delta. Fish. Bull. 136.",NA
"699","33500","Lek",1978,NA,"Lek, S.; Lek, S. 1978. Régime alimentaire d'<i>Ichthyborus besse besse</i> (Joannis, 1835) (Pisces, Citharinidae) du bassin du lac Tchad. Cybium 2(3):59-75.",NA
"700","26982","Poe",1991,NA,"Poe, T.P.; Hansel, H.C.; Vigg, S.; Palmer, D.E.; Predergast, L.A. 1991. Feeding of predaceous fishes on out-migrating juvenile salmonids in John Day Reservoir, Columbia River. Trans. Am. Fish. Soc. 120(4):405-420.",NA
"701","9664","King",1993,NA,"King, R.P. 1993. Seasonal plasticity in faunal dietary status, diversity and foraging performance of <i>Ilisha africana</i> (Clupeidae) in Qua Iboe estuary, Nigeria. Cybium 17(4):287-298.",NA
"702","52843","Vakily",2003,NA,"Vakily, J.M.; Cham, A. 2003. Growth, feeding and reproduction of the West African Ilisha, <i>Ilisha africana</i> off Sierra Leone. p. 46-57. In M.L.D. Palomares, B. Samb, T. Diouf, J.M. Vakily and D. Pauly (eds.). Fish biodiversity: local studies as basis for global inferences. ACP-EU Fish. Res. Rep. 14. 281p.",NA
"703","13441","Sumpton",1990,NA,"Sumpton, W.; Greenwood, J. 1990. Pre- and post-flood feeding ecology of four species of juvenile fish from the Logan-Albert estuarine system, Moreton Bay, Queensland. Aust. J. Mar. Freshwat. Res. 41(6):795-806.",NA
"704","76919","Ceneviva-Bastos",2007,NA,"Ceneviva-Bastos, M.; Casatti, L. 2007. Oportunismo alimentar de Knodus moenkhausii (Teleostei, Characidae): uma espécie abundante em riachos do noroeste do Estado de São Paulo, Brasil. Iheringia, Sér. Zool., Porto Alegre, 97(1):7-15.",NA
"705","54386","Dasgupta",2001,NA,"Dasgupta, M. 2001. Morphological adaptation of the alimentary canal of four <i>Labeo</i> species in relation to their food and feeding habits. Indian J. Fish. 48(3):255-257.",NA
"706","13781","Vinci",1981,NA,"Vinci, G.K.; Sugunan, V.V. 1981. Biology of <i>Labeo calbasu</i> (Hamilton) of Nagarjunasagar Reservoir, A. P., India. J. Inland Fish. Soc. India 13(2):22-39.",NA
"707","11027","Alikunhi",1958,NA,"Alikunhi, K.H. 1958. Observations on the feeding habits of young carp fry. Indian J. Fish. 5(1):95-106.",NA
"708","13504","Hansen",1970,NA,"Hansen, D. 1970. Food, growth, migration, reproduction and abundance of pinfish, <i>Lagodon rhomboides</i> and Atlantic croaker, <i>Micropogon undulatus</i>, near Pensacola, Florida. U.S. Fish. Comm. Bull. 68(1):135-146.",NA
"709","13808","Kjelson",1975,NA,"Kjelson, M.A.; Peters, D.S.; Thayer, G.W.; Johnson, G.N. 1975. The general feeding ecology of postlarval fishes in the Newport River estuary. Fish. Bull. 73(1):137-144.",NA
"710","40328","Fujita",1988,NA,"Fujita, S.; Kinoshita, I.; Takahashi, I.; Azuma, K. 1988. Seasonal occurrence and food habits of larvae and juveniles of two temperate basses in the Shimanto estuary, Japan. Jap. J. Ichthyol. 35(3):365-370.",NA
"711","49776","Nip",2003,NA,"Nip, T.H.M.; Ho, W.-Y.; Wong, C.K. 2003. Feeding ecology of larval and juvenile black seabream (<i>Acanthopagrus schlegeli</i> and Japanase seaperch (<i>Lateolabrax japonicus</i>) in Tolo Harbour, Hong Kong. Environ. Biol. Fishes 66(2):197-209.",NA
"712","43839","Tait",1981,NA,"Tait, R.D. 1981. Comparison of the diets of the northern spotted barramundi (<i>Scleropages jardini</i>) and the giant perch (<i>Lates calcarifer</i>) in northern Australia. Verh. Internat. Verein. Limnol. 21:1320-1325.",NA
"713","55876","Adebisi",1981,NA,"Adebisi, A.A. 1981. Analyses of the stomach contents of the piscivorous fishes of the upper Ogun River in Nigeria. Hydrobiologia 79(2):167-177.",NA
"714","13543","BlüHdorn",1989,NA,"Blühdorn, D.R.; Arthington, A.H.; Mather, P.B. 1989. The introduced cichlid, <i>Oeochromis mossambicus</i>, in Australia: A review of distribution, population genetics, ecology, management issues and research priorities. p. 83-92. In D.A. Pollard (ed.) Introduced and Translocated Fishes and their Ecological Effects, Australian Society for Fish Biology Workshop, Magnetic Island, Townsville, Queensland. Proc. No.8.",NA
"715","36501","Allen",1989,NA,"Allen, G.R.; Berra, T.M. 1989. Life history aspects of the West Australian salamanderfish, <i>Lepidogalaxias salamandroides</i> Mees. Rec. West. Aust. Mus. 14(3):253-267.",NA
"716","36182","GarcíA-Berthou",2000,NA,"García-Berthou, E.; Moreno-Amich, R. 2000. Food of introduced pumpkinseed sunfish: ontogenetic diet shift and seasonal variation. J. Fish Biol. 57(1):29-40.",NA
"717","28088","Kowalski",2003,NA,"Kowalski, R.; Glogowski, J.; Kucharczyk, D.; Goryczko, K.; Dobosz, S.; Ciereszko, A. 2003. Proteolytic activity and electrophoretic profiles of proteases from seminal plasma of teleosts. J. Fish Biol. 63(4):1008-1019.",NA
"718","43845","Mittelbach",1984,NA,"Mittelbach, G.G. 1984. Predation and resource partitioning in two sunfishes (Centrarchidae). Ecology 65(2):499-513.",NA
"719","9672","Turner",1966,NA,"Turner, J.L. 1966. Distribution and food habits of centrarchid fishes in the Sacramento-San Joaquin Delta. p. 144-153. In J.L. Turner and D.W. Kelly (comp.) Ecological studies of the Sacramento-San Joaquin Delta. Part II Fishes of the Delta, Fish. Bull. 136.",NA
"720","54191","Albrecht",2003,NA,"Albrecht, M.P.; Pellegrini-Caramaschi, E. 2003. Feeding ecology of <i>Leporinus taeniofasciatus</i> (Characiformes: Anostomidae) before and after installation of a hydroelectric palnt in the upper rio Tocantins, Brazil. Neotrop. Ichthyol. 1(1):53-60.",NA
"721","41592","Arnold",1995,NA,"Arnold, A.; Längert, H. 1995. Das Moderlieschen. Westarp Wisenschaften, Magdeburg, Germany, 121 p.",NA
"722","13437","Hellawell",1974,NA,"Hellawell, J.M. 1974. The ecology of populations of dace, <i>Leuciscus leuciscus</i> (L.), from two tributaries of the River Wye, Herefordshire, England. Freshwat. Biol. 4:577-604.",NA
"723","6175","Weatherly",1987,NA,"Weatherly, N.S. 1987. The diet and growth of 0-group dace, <i>Leuciscus leuciscus</i> (L.), and roach, <i>Rutilus rutilus</i> (L.), in a lowland river. J. Fish Biol. 30(3):237-247.",NA
"724","41616","WüStemann",1995,NA,"Wüstemann, O.; Kammerad, B. 1995. Der Hasel, <i>Leuciscus leuciscus</i>. Westarp Wissenschaften, Magdeburg, Germany, 195 p.",NA
"725","46168","Cowx",1989,NA,"Cowx, I.G. 1989. Interaction between the roach, <i>Rutilus rutilis</i>, and dace, <i>Leuciscus leuciscus</i>, populations in a river ctachment in south-west England. J. Fish Biol. 35(Suppl.A):279-284.",NA
"726","5392","Cochrane",1984,NA,"Cochrane, K.L. 1984. The influence of food availability, breeding seasons and growth on commercial catches of <i>Limnothrissa miodon</i> (Boulenger) in Lake Kariba. J. Fish Biol. 24(6):623-635.",NA
"727","74978","Ponomarev",2001,NA,"Ponomarev, S.A.; Novikov, G.G.; Burukovsky, I.V.; Stolyarov, A.P. 2001. Feeding of Arctic flounder <i>Liopsetta glacialis</i> in estuary of Chernaya river (Kandalaksha Bay, White Sea). Vopr. Ikhtiol. 41(3):347-352.",NA
"728","35376","Tokranov",1995,NA,"Tokranov, A.M.; Maksimenkov, V.V. 1995. Some features of biology of the banded flounder, <i>Liopsetta pinnifasciata</i> (Pleuronectidae), in the Bolshaya river estuary (Western Kamchatka). J. Ichthyol. 35(3):22-28.",NA
"729","42647","Nilsson",1957,NA,"Nilsson, N.-A. 1957. On the feeding habits of trout in a stream of Northern Sweden. Inst. Freshwat Res. Rep. (38):154-166.",NA
"730","13439","Bailey",1972,NA,"Bailey, M.M. 1972. Age, growth, reproduction, and food of the burbot, <i>Lota lota</i> (Linnaeus) in southwestern Lake Superior. Trans. Am. Fish. Soc. 10(4):667-674.",NA
"731","101919","Harrington",1961,NA,"Harrington, R.W.; Harrington, E.S. 1961. Food selection among fishes invading a high subtropical salt marsh: from onset of flooding through the progress of a mosquito brood. Ecology 42(4):646-666.",NA
"732","9037","Bekbergenov",1984,NA,"Bekbergenov, Z.; Sagitov, N.I. 1984. Feeding habits of juveniles of some commercial fishes in the Amu Dar'ya River. J. Ichthyol. 124(3):18-22.",NA
"733","12578","Kraiem",1996,NA,"Kraiem, M.M. 1996. The diet of <i>Barbus callensis</i> (Cyprinidae) in northern Tunisia. Cybium 20(1):75-85.",NA
"734","30531","Blaber",1990,NA,"Blaber, S.J.M.; Milton, D.A.; Rawlinson, N.J.F.; Tiroba, G.; Nichols, P.V. 1990. Diets of lagoon fishes of the Solomon Islands: Predators of tuna baitfish and trophic effects of baitfishing on the subsistence fishery. Fish. Res. 8(3):263-286.",NA
"735","42262","Harrigan",1989,NA,"Harrigan, P.; Zieman, J.C.; Macko, S.A. 1989. The base nutritional support for the gray snapper (<i>Lutjanus griseus</i>): an evaluation based on a combined stomach content and stable isotope analysis. Bull. Mar. Sci. 44(1):65-77.",NA
"736","42229","Franks",2000,NA,"Franks, J.S.; VanderKooy, K.E. 2000. Feeding habits of juvenile lane snapper <i>Lutjanus synagris</i> from Mississippi coastal waters, with comments on the diet of gray snapper <i>Lutjanus griseus</i>. Gulf Caribb. Res. 12:11-17.",NA
"737","8985","Martinez-Palacios",1988,NA,"Martinez-Palacios, C.A.; Ross, L.G. 1988. The feeding ecology of the central American cichlid <i>Cichlasoma urophthalmus</i> (Günther). J. Fish Biol. 33(6):665-670.",NA
"738","6256","Ribbink",1983,NA,"Ribbink, A.J.; Marsh, B.A.; Marsh, A.C.; Ribbink, A.C.; Sharp, B.J. 1983. A preliminary survey of the cichlid fishes of rocky habitats in Lake Malawi. S. Afr. J. Zool. 18(3):147-310.",NA
"739","7017","Coates",1987,NA,"Coates, D. 1987. Observations on the biology of tarpon, <i>Megalops cyprinoides</i> (Broussonet) (Pisces: Megalopidae), in the Sepik River, northern Papua New Guinea. Aust. J. Mar. Freshwat. Res. 38(4):529-535.",NA
