author,year,journal,citation,table_figure,source_id
Randall,1998,NA,"Randall, J.E. 1998. Review of the cardinalfishes (Apogonidae) of the Hawaiian Islands, with descriptions of two new species. aqua, J. Ichthyol. Aquat. Biol. 3(1):25-38.",NA,644
Tomoleoni,2007,NA,"Tomoleoni, J.A. 2007. Patterns of abundance, distribution, and size composition of the rainwater killifish (<i>Lucania parva</i>) in a subtropical bay. Open Access Theses. Paper 81.  University of Miami, Florida. MS thesis. 38p.",NA,739
Yozzo,1993,NA,"Yozzo, D.J.; Odum, W.E. 1993. Fish predation on epiphytic microcrustacea in Tivoli South Bay, a Hudson River tidal freshwater wetland. Hydrobiologia 257(1):37-46.",NA,820
Johnson,1993,NA,"Johnson, J.H.; Dropkin, D.S. 1993. Diel variation in diet composition of a riverine fish community. Hydrobiologia 271(3):149-158.",NA,346
Minello,1989,NA,"Minello, T.J.; Zimmerman, R.J.; Czapla, T.E. 1989. Habitat-related differences in diets of small fishes in Lavaca Bay, Texas, 1985-1986. NOAA Tech. Memo. SEFC-NMFS-236:1-16.",NA,494
Glova,1991,NA,"Glova, G.J.; Sagar, P.M. 1991. Dietary and spatial overlap between stream populations of a native and two introduced fish species in New Zealand. Aust. J. Mar. Freshwat. Res. 42(4):423-433.",NA,242
Kusabs,1991,NA,"Kusabs, I.A.; Swales, S. 1991. Diet and food resource partitioning in koaro, <i>Galaxias brevipinnis</i> (Günther), and juvenile rainbow trout, <i>Oncorhynchus mykiss</i> (Richardson), in two Taupo streams, New Zealand. N. Z. J. Mar. Freshwat. Res. 25(3):317-325.",NA,414
Ferriz,1996,NA,"Ferriz, R.A.; Aramburu, W.S. 1996. Dieta de <i>Galaxias maculatus</i> (Jenyns, 1842) (Salmoniformes: Galaxiidae) en un embalse norpatagonico. Boll. Mus. Reg. Sci. nat. Torino 14(1):249-257.",NA,209
Mansfield,1998,NA,"Mansfield, S.; Mcardle, B.H. 1998. Dietary composition of <i>Gambusia affinis</i> (Family Poeciliidae) populations in the northern Waikato region of New Zealand. N.Z. J. Mar. Freshwat. Res. 32(3):375-383.",NA,462
GarcíA-Berthou,1999,NA,"García-Berthou, E. 1999. Food of introduced mosquitofish: ontogenetic diet shift and prey selection. J. Fish Biol. 55(1):135-147.",NA,228
Blegvad,1917,NA,"Blegvad, H. 1917. On the food of fish in the Danish waters within the Skaw. Rep. Danish Biol. St. Board Agric. Copenh. 2:49-72.",NA,67
Thorman,1986,NA,"Thorman, S.; Wiederholm, A.-M. 1986. Food, habitat and time niches in a costal fish species assemblage in a brackish water bay in the Bothnian Sea, Sweden. J. Exp. Mar. Biol. Ecol. 95:67-86.",NA,731
Thiel,1996,NA,"Thiel, R.; Mehner, T.; Köpcke, B.; Kafemann, R. 1996. Diet niche relationship among early life stages of fish in German estuaries. Mar. Freshwat. Res. 47:123-136.",NA,728
Maksimenkov,1995,NA,"Maksimenkov, V.V.; Tokranov, A.M. 1995. Feeding habits of three-spined stickleback, <i>Gasterosteus aculeatus</i> (Gasterosteidae) in the Bol'shaya river estuary (West Kamchatka). J. Ichthyol. 35(6):88-99.",NA,454
Walsh,1984,NA,"Walsh, G.; Fitzgerald, G.J. 1984. Biais inhérents à l'analyse de l'alimentation des poissons. Cas de trois espèces d'épinoches (Gasterosteidae). Nat. Can. 111:193-202.",NA,769
SáNchez-GonzáLes,2001,NA,"Sánchez-Gonzáles, S.; Ruiz-Campos, G.; Contreras-Balderas, S. 2001. Feeding ecology and habitat of the threespine stickleback, <i>Gasterosteus aculeatus microcephalus</i>, in a remnant population of northwestern Baja California, México. Ecol. Freshwat. Fish 10(4):191-197.",NA,715
Kulbicki,2005,NA,"Kulbicki, M.; Bozec, Y.-M.; Labrosse, P.; Letourneur, Y.; Mou-Tham, G.; Wantiez, L. 2005. Diet composition of carnivorous fishes from coral reef lagoons of New Caledonia. Aquat. Living Resour. 18:231-250.",NA,413
Coates,1992,NA,"Coates, D. 1992. Biology of <i>Oxyeleotris heterodon</i> and its major prey, <i>Ophieleotris aporos</i>, two floodplain sleepers (Pisces: Eleotrididae) of the Sepik River fishery, northern Papua New Guinea. Environ. Biol. Fishes 34(1):51-64.",NA,118
Van,1995,NA,"van Zwieten, P.A.M. 1995. Biology of the cardinalfish <i>Glossamia gjellerupi</i> (Perciformes: Apogonidae) from the Sepik-Ramu River basin, Papua New Guinea. Environ. Biol. Fishes 42(2):161-179.",NA,840
Yuma,1998,NA,"Yuma, M.; Narita, T.; Hori, M.; Kondo, T. 1998. Food resources of shrimp-eating cichlid fishes in Lake Tanganyika. Environ. Biol. Fishes 52(1-3):371-378.",NA,823
Ulyel,1991,NA,"Ulyel, A.P.; Ollevier, F.; Ceusters, R.; Thys van den Audenaerde, D.F.E. 1991. Food and feeding habits of <i>Haplochromis</i> (Teleostei: Cichlidae) from Lake Kivu (Central Africa). II. Daily feeding periodicity and dietary changes of some Haplochromis species under natural conditions. Belg. J. Zool. 121:93-112.",NA,750
Fermon,1997,NA,"Fermon, Y. 1997. Les <i>Haplochromis</i> spp. (Teleostei, Cichlidae) des zones rocheuses du Mwanza Gulf, lac Victoria, Tanzanie: Structure des communautes et écomorphologie. Thèse présentée pour l'obtention du Diplôme de Doctorat du Muséum National d'Histoire naturelle. Thèses et Documents Microfichés No. 157. ORSTOM, Paris.",NA,203
Pikuleva,1952,NA,"Pikuleva, V.A. 1952. Fddeing of spotted steed <i>Hemibarbus maculatus</i> (Bleek.) and barbel steed <i>Hemibarbus labeo</i> (Pall.) in Amur River basin. Trudy Amurskoi Ikhtiologicheskoi Ekspeditsii. Vol. 3. P. 419-434.",NA,616
Winemiller,1994,NA,"Winemiller, K.O.; Kelso-Winemiller, L.C. 1994. Comparative ecology of the African pike, <i>Hepsetus odoe</i>, and tigerfish, <i>Hydrocynus forskahlii</i>,in the Zambezi River floodplain. J. Fish Biol. 45(2):211-225.",NA,805
Hulsey,2006,NA,"Hulsey, C.D.; Marks, J.; Hendrickson, D.A.; Williamson, C.A.; Cohen, A.E.; Stephens, M.J. 2006. Feeding specialization in <i>Herichthys minckleyi</i>: a trophically polymorphic fish. J. Fish Biol. 68(5):1399-1410.",NA,315
Milton,1994,NA,"Milton, D.A.; Blaber, S.J.M.; Rawlinson, N.J.F. 1994. Diet, prey selection, and their energetic relationship to reproduction in the tropical herring <i>Herklotsichthys quadrimaculatus</i> in Kiribati, Central Pacific. Mar. Ecol. Prog. Ser. 103:239-250.",NA,492
Ugwumba,1992,NA,"Ugwumba, A.A.A. 1992. The food and feeding habits of <i>Heterotis niloticus</i> (Teleostei: Osteoglossidae) in a small tropical man-made lake in Ibadan, Nigeria. J. Afr. Zool. 106:113-123.",NA,748
Adite,2005,NA,"Adite, A.; Winemiller, K.O.; Fiogbe, E.D. 2005. Ontogenetic, seasonal, and spatial variation in the diet of <i>Heterotis niloticus</i> (Osteoglossiformes: Osteoglossidae) in the Sô River and Lake Hlan, Benin, West Africa. Environ. Biol. Fishes 73:367-378.",NA,11
Blaber,1979,NA,"Blaber, S.J.M. 1979. The biology of filter feeding teleosts in Lake St Lucia, Zululand. J. Fish Biol. 15(1):37-59.",NA,61
Donald,1977,NA,"Donald, D.B.; Kooyman, A.H. 1977. Food, feeding habits, and growth of goldeye, <i>Hiodon alosoides</i> Rafinesque), in waters of the Peace-Athabasca Delta. Can. J. Zool. 55:1038-1047.",NA,170
Hahn,1997,NA,"Hahn, N.S.; Almeida, V.L.; Luz, K.D.G. 1997. Alimentação e ciclo alimentar diário de <i>Holoplosternum littorale</i> (Hancock) (Siluriformes, Callichthyidae) nas lagoas Guaraná e Patos da planície do Alto Rio Paraná, Brasil. Revista Brasileira de Zoologia, 14(1):57-64.",NA,272
Sreeraj,2006,NA,"Sreeraj, N.; Raghavan, R.; Prasad, G. 2006. The diet of <i>Horabagrus brachysoma</i> (Gunther), an endangered bagrid catfish from Lake Vembanad (South India). J. Fish Biol. 69(2):637-642.",NA,698
Levanidov,1951,NA,"Levanidov, V.Y. 1951. Feeding of Taimen in foothill inflows of the Amur river. Bull. Mosc. Soc. Naturalists, Sec. Biol. 56(6):31-38.",NA,429
Babushkin,1964,NA,"Babushkin, N.Y. 1964. Biology and fisheries of Caspian beluga. Trudy VNIRO 51:183-258.",NA,42
GarcíA-Alzate,2008,NA,"García-Alzate, C.A.; Román-Valencia, C.; Taphorn, D.C. 2008. <i>Hyphessobrycon oritoemsis</i> (Characiformes: Characidae), a new species from the Putumayo River drainage, Colombian Amazon. Zootaxa 1813:42-50.",NA,227
Vasilets,1998,NA,"Vasilets, P.M.; Maksimenkov, V.V. 1998. Some biological aspects of juvenile Japanese smelt <i>Hypomesus japonicus</i> (Brevoort) (Osmeridae) in coastal waters of the Eastern Kamchatka. Studied on the biology and abundance dynamics of commercial fishes of Kamchatkan shelf. Collected papers. Vol. 4. KamchatNIRO, Petropavlovsk-Kamchatsky. P. 52-56.",NA,753
Maksimenkov,1993,NA,"Maksimenkov, V.V.; Tokranov, A.M. 1993. The diet of pond smelt, <i>Hypomesus olidus</i>, in the Bol'shaya River estuary (western Kamchatka). J. Ichthyol. 33(9):11-21.",NA,453
Moyle,1992,NA,"Moyle, P.B.; Herbold, B.; Stevens, D.E.; Miller, L.W. 1992. Life history and status of delta smelt in the Sacramento-San Joaquin Estuary, California. Trans. Am. Fish. Soc. 121(1):67-77.",NA,528
Cremer,1980,NA,"Cremer, M.C.; Smitherman, R.O. 1980. Food habits and growth of silver and bighead carp in cages and ponds. Aquaculture 20:57-64.",NA,137
Balcombe,2006,NA,"Balcombe, S.R.; Humphries, P. 2006. Diet of the western carp gudgeon (<i>Hypseleotris klunzingeri</i> Ogilby) in an Australian floodplain lake: the role of water level stability. J. Fish Biol. 68(5):1484-1493.",NA,49
Turner,1966,NA,"Turner, J.L. 1966. Distribution of threadfin shad, <i>Dorosoma petenense</i>; tule perch, <i>Hysterocarpus traskii</i>; sculpin spp. and crayfish spp. in the Sacramento-San Joaquin Delta. p. 160-168. In J.L. Turner and D.W. Kelly (comp.) Ecological studies of the Sacramento-San Joaquin Delta. Part II Fishes of the Delta. Fish. Bull. 136.",NA,746
Lek,1978,NA,"Lek, S.; Lek, S. 1978. Régime alimentaire d'<i>Ichthyborus besse besse</i> (Joannis, 1835) (Pisces, Citharinidae) du bassin du lac Tchad. Cybium 2(3):59-75.",NA,425
Poe,1991,NA,"Poe, T.P.; Hansel, H.C.; Vigg, S.; Palmer, D.E.; Predergast, L.A. 1991. Feeding of predaceous fishes on out-migrating juvenile salmonids in John Day Reservoir, Columbia River. Trans. Am. Fish. Soc. 120(4):405-420.",NA,624
King,1993,NA,"King, R.P. 1993. Seasonal plasticity in faunal dietary status, diversity and foraging performance of <i>Ilisha africana</i> (Clupeidae) in Qua Iboe estuary, Nigeria. Cybium 17(4):287-298.",NA,368
Vakily,2003,NA,"Vakily, J.M.; Cham, A. 2003. Growth, feeding and reproduction of the West African Ilisha, <i>Ilisha africana</i> off Sierra Leone. p. 46-57. In M.L.D. Palomares, B. Samb, T. Diouf, J.M. Vakily and D. Pauly (eds.). Fish biodiversity: local studies as basis for global inferences. ACP-EU Fish. Res. Rep. 14. 281p.",NA,751
Sumpton,1990,NA,"Sumpton, W.; Greenwood, J. 1990. Pre- and post-flood feeding ecology of four species of juvenile fish from the Logan-Albert estuarine system, Moreton Bay, Queensland. Aust. J. Mar. Freshwat. Res. 41(6):795-806.",NA,711
Ceneviva-Bastos,2007,NA,"Ceneviva-Bastos, M.; Casatti, L. 2007. Oportunismo alimentar de Knodus moenkhausii (Teleostei, Characidae): uma espécie abundante em riachos do noroeste do Estado de São Paulo, Brasil. Iheringia, Sér. Zool., Porto Alegre, 97(1):7-15.",NA,107
Dasgupta,2001,NA,"Dasgupta, M. 2001. Morphological adaptation of the alimentary canal of four <i>Labeo</i> species in relation to their food and feeding habits. Indian J. Fish. 48(3):255-257.",NA,155
Vinci,1981,NA,"Vinci, G.K.; Sugunan, V.V. 1981. Biology of <i>Labeo calbasu</i> (Hamilton) of Nagarjunasagar Reservoir, A. P., India. J. Inland Fish. Soc. India 13(2):22-39.",NA,762
Alikunhi,1958,NA,"Alikunhi, K.H. 1958. Observations on the feeding habits of young carp fry. Indian J. Fish. 5(1):95-106.",NA,24
Hansen,1970,NA,"Hansen, D. 1970. Food, growth, migration, reproduction and abundance of pinfish, <i>Lagodon rhomboides</i> and Atlantic croaker, <i>Micropogon undulatus</i>, near Pensacola, Florida. U.S. Fish. Comm. Bull. 68(1):135-146.",NA,275
Kjelson,1975,NA,"Kjelson, M.A.; Peters, D.S.; Thayer, G.W.; Johnson, G.N. 1975. The general feeding ecology of postlarval fishes in the Newport River estuary. Fish. Bull. 73(1):137-144.",NA,370
Fujita,1988,NA,"Fujita, S.; Kinoshita, I.; Takahashi, I.; Azuma, K. 1988. Seasonal occurrence and food habits of larvae and juveniles of two temperate basses in the Shimanto estuary, Japan. Jap. J. Ichthyol. 35(3):365-370.",NA,224
Nip,2003,NA,"Nip, T.H.M.; Ho, W.-Y.; Wong, C.K. 2003. Feeding ecology of larval and juvenile black seabream (<i>Acanthopagrus schlegeli</i> and Japanase seaperch (<i>Lateolabrax japonicus</i>) in Tolo Harbour, Hong Kong. Environ. Biol. Fishes 66(2):197-209.",NA,567
Tait,1981,NA,"Tait, R.D. 1981. Comparison of the diets of the northern spotted barramundi (<i>Scleropages jardini</i>) and the giant perch (<i>Lates calcarifer</i>) in northern Australia. Verh. Internat. Verein. Limnol. 21:1320-1325.",NA,717
Adebisi,1981,NA,"Adebisi, A.A. 1981. Analyses of the stomach contents of the piscivorous fishes of the upper Ogun River in Nigeria. Hydrobiologia 79(2):167-177.",NA,8
BlüHdorn,1989,NA,"Blühdorn, D.R.; Arthington, A.H.; Mather, P.B. 1989. The introduced cichlid, <i>Oeochromis mossambicus</i>, in Australia: A review of distribution, population genetics, ecology, management issues and research priorities. p. 83-92. In D.A. Pollard (ed.) Introduced and Translocated Fishes and their Ecological Effects, Australian Society for Fish Biology Workshop, Magnetic Island, Townsville, Queensland. Proc. No.8.",NA,68
Allen,1989,NA,"Allen, G.R.; Berra, T.M. 1989. Life history aspects of the West Australian salamanderfish, <i>Lepidogalaxias salamandroides</i> Mees. Rec. West. Aust. Mus. 14(3):253-267.",NA,27
GarcíA-Berthou,2000,NA,"García-Berthou, E.; Moreno-Amich, R. 2000. Food of introduced pumpkinseed sunfish: ontogenetic diet shift and seasonal variation. J. Fish Biol. 57(1):29-40.",NA,229
Kowalski,2003,NA,"Kowalski, R.; Glogowski, J.; Kucharczyk, D.; Goryczko, K.; Dobosz, S.; Ciereszko, A. 2003. Proteolytic activity and electrophoretic profiles of proteases from seminal plasma of teleosts. J. Fish Biol. 63(4):1008-1019.",NA,410
Mittelbach,1984,NA,"Mittelbach, G.G. 1984. Predation and resource partitioning in two sunfishes (Centrarchidae). Ecology 65(2):499-513.",NA,507
Turner,1966,NA,"Turner, J.L. 1966. Distribution and food habits of centrarchid fishes in the Sacramento-San Joaquin Delta. p. 144-153. In J.L. Turner and D.W. Kelly (comp.) Ecological studies of the Sacramento-San Joaquin Delta. Part II Fishes of the Delta, Fish. Bull. 136.",NA,744
Albrecht,2003,NA,"Albrecht, M.P.; Pellegrini-Caramaschi, E. 2003. Feeding ecology of <i>Leporinus taeniofasciatus</i> (Characiformes: Anostomidae) before and after installation of a hydroelectric palnt in the upper rio Tocantins, Brazil. Neotrop. Ichthyol. 1(1):53-60.",NA,17
Arnold,1995,NA,"Arnold, A.; Längert, H. 1995. Das Moderlieschen. Westarp Wisenschaften, Magdeburg, Germany, 121 p.",NA,36
Hellawell,1974,NA,"Hellawell, J.M. 1974. The ecology of populations of dace, <i>Leuciscus leuciscus</i> (L.), from two tributaries of the River Wye, Herefordshire, England. Freshwat. Biol. 4:577-604.",NA,293
Weatherly,1987,NA,"Weatherly, N.S. 1987. The diet and growth of 0-group dace, <i>Leuciscus leuciscus</i> (L.), and roach, <i>Rutilus rutilus</i> (L.), in a lowland river. J. Fish Biol. 30(3):237-247.",NA,773
WüStemann,1995,NA,"Wüstemann, O.; Kammerad, B. 1995. Der Hasel, <i>Leuciscus leuciscus</i>. Westarp Wissenschaften, Magdeburg, Germany, 195 p.",NA,814
Cowx,1989,NA,"Cowx, I.G. 1989. Interaction between the roach, <i>Rutilus rutilis</i>, and dace, <i>Leuciscus leuciscus</i>, populations in a river ctachment in south-west England. J. Fish Biol. 35(Suppl.A):279-284.",NA,129
Cochrane,1984,NA,"Cochrane, K.L. 1984. The influence of food availability, breeding seasons and growth on commercial catches of <i>Limnothrissa miodon</i> (Boulenger) in Lake Kariba. J. Fish Biol. 24(6):623-635.",NA,120
Ponomarev,2001,NA,"Ponomarev, S.A.; Novikov, G.G.; Burukovsky, I.V.; Stolyarov, A.P. 2001. Feeding of Arctic flounder <i>Liopsetta glacialis</i> in estuary of Chernaya river (Kandalaksha Bay, White Sea). Vopr. Ikhtiol. 41(3):347-352.",NA,629
Tokranov,1995,NA,"Tokranov, A.M.; Maksimenkov, V.V. 1995. Some features of biology of the banded flounder, <i>Liopsetta pinnifasciata</i> (Pleuronectidae), in the Bolshaya river estuary (Western Kamchatka). J. Ichthyol. 35(3):22-28.",NA,738
Nilsson,1957,NA,"Nilsson, N.-A. 1957. On the feeding habits of trout in a stream of Northern Sweden. Inst. Freshwat Res. Rep. (38):154-166.",NA,566
Bailey,1972,NA,"Bailey, M.M. 1972. Age, growth, reproduction, and food of the burbot, <i>Lota lota</i> (Linnaeus) in southwestern Lake Superior. Trans. Am. Fish. Soc. 10(4):667-674.",NA,47
Harrington,1961,NA,"Harrington, R.W.; Harrington, E.S. 1961. Food selection among fishes invading a high subtropical salt marsh: from onset of flooding through the progress of a mosquito brood. Ecology 42(4):646-666.",NA,279
Bekbergenov,1984,NA,"Bekbergenov, Z.; Sagitov, N.I. 1984. Feeding habits of juveniles of some commercial fishes in the Amu Dar'ya River. J. Ichthyol. 124(3):18-22.",NA,55
Kraiem,1996,NA,"Kraiem, M.M. 1996. The diet of <i>Barbus callensis</i> (Cyprinidae) in northern Tunisia. Cybium 20(1):75-85.",NA,411
Blaber,1990,NA,"Blaber, S.J.M.; Milton, D.A.; Rawlinson, N.J.F.; Tiroba, G.; Nichols, P.V. 1990. Diets of lagoon fishes of the Solomon Islands: Predators of tuna baitfish and trophic effects of baitfishing on the subsistence fishery. Fish. Res. 8(3):263-286.",NA,64
Harrigan,1989,NA,"Harrigan, P.; Zieman, J.C.; Macko, S.A. 1989. The base nutritional support for the gray snapper (<i>Lutjanus griseus</i>): an evaluation based on a combined stomach content and stable isotope analysis. Bull. Mar. Sci. 44(1):65-77.",NA,278
Franks,2000,NA,"Franks, J.S.; VanderKooy, K.E. 2000. Feeding habits of juvenile lane snapper <i>Lutjanus synagris</i> from Mississippi coastal waters, with comments on the diet of gray snapper <i>Lutjanus griseus</i>. Gulf Caribb. Res. 12:11-17.",NA,214
Martinez-Palacios,1988,NA,"Martinez-Palacios, C.A.; Ross, L.G. 1988. The feeding ecology of the central American cichlid <i>Cichlasoma urophthalmus</i> (Günther). J. Fish Biol. 33(6):665-670.",NA,470
Ribbink,1983,NA,"Ribbink, A.J.; Marsh, B.A.; Marsh, A.C.; Ribbink, A.C.; Sharp, B.J. 1983. A preliminary survey of the cichlid fishes of rocky habitats in Lake Malawi. S. Afr. J. Zool. 18(3):147-310.",NA,649
Coates,1987,NA,"Coates, D. 1987. Observations on the biology of tarpon, <i>Megalops cyprinoides</i> (Broussonet) (Pisces: Megalopidae), in the Sepik River, northern Papua New Guinea. Aust. J. Mar. Freshwat. Res. 38(4):529-535.",NA,116
Carr,1973,NA,"Carr, W.E.S.; Adams, C.A. 1973. Food habits of juvenile marine fishes occupying seagrass beds in the estuarine zone near crystal river, Florida. Trans. Am. Fish. Soc. 102(3):511-540.",NA,103
Nasir,1989,NA,"Nasir, N.A.; Naama, A.K.; Al-Saboonchi, A. 1989. The distribution, length-weight relationships, food and feeding of the cyprinid fish <i>Barbus sharpeyi</i> from Al-Hammar Marsh, Iraq. Fish. Res. 7(1-2):175-181.",NA,545
Grabe,1978,NA,"Grabe, S.A. 1978. Food and feeding habits of juvenile Atlantic tomcod, <i>Microgadus tomcod</i>, from Haverstraw Bay, Hudson River. Fish. Bull. 76(1):89-94.",NA,254
Waters,1993,NA,"Waters, T.F.; Kaehler, J.P.; Polomis, T.J.; Kwak, T.J. 1993. Production dynamics of smallmouth bass in a small Minnesota stream. Trans. Am. Fish. Soc. 122(4):588-598.",NA,772
Keast,1985,NA,"Keast, A.; Eadie, J.M. 1985. Growth depensation in year-0 largemouth bass: the influence of diet. Trans. Am. Fish. Soc. 114(2):204-213.",NA,359
Cochran,1982,NA,"Cochran, P.A.; Adelman, I.R. 1982. Seasonal aspects of daily ration of largemouth bass (<i>Micropterus salmoides</i>), with an evaluation of gastric evacuation rate. Environ. Biol. Fishes 7(3):265-275.",NA,119
Elliot,1976,NA,"Elliot, G.V. 1976. Diel acitivity and feeding of schooled largemouth bass fry. Trans. Am. Fish. Soc. 105(5):624-627.",NA,191
Azoulay,1992,NA,"Azoulay, B.; Gophen, M. 1992. Feeding habits of larval <i>Mirogrex terraesanctae</i> (Steinitz, 1952) in Lake Kinneret I. Field study. Hydrobiologia 246(3):243-249.",NA,41
Marais,1984,NA,"Marais, J.F.K. 1984. Feeding ecology of major carnivorous fish from four eastern Cape estuaries. S. Afr. J. Zool. 19(3):210-223.",NA,463
KouaméLan,2000,NA,"Kouamélan, P.E.; Teugels, G.G.; Gourène, G.; Thys van den Audenaerde, D.F.E.; Ollevier, F. 2000. Habitudes alimentaires de <i>Mormyrops anguilloides</i> (Mormyridae) en milieux lacustre fluvial d'un bassin Ouest-Africain. Cybium 24(1):67-79.",NA,408
Prout,1990,NA,"Prout, M.W.; Mills, E.L.; Forney, J.L. 1990. Diet, growth, and potential competitive interactions between age-0 white perch and yellow perch in Oneida Lake, New York. Trans. Am. Fish. Soc. 119(6):966-975.",NA,633
Webster,1942,NA,"Webster, D.A. 1942. Food progression in young white perch <i>Morone americana</i> (Gmelin) from Bantam Lake, Connecticut. Trans. Am. Fish. Soc. 72:136-144.",NA,775
Stevens,1966,NA,"Stevens, D.E. 1966. Food habits of striped bass, <i>Roccus saxatilis</i> in the Sacramento-San Joaquin Delta. p. 68-96. In J.L. Turner and D. W. Kelly (comp.) Ecological studies of the Sacramento-San Joaquin Delta. Part II Fishes of the Delta, Fish. Bull. 136.",NA,705
Hurst,2001,NA,"Hurst, T.P.; Conover, D.O. 2001. Diet and consumption rates of overwintering YOY striped bass, <i>Morone saxatilis</i>, in the Hudson river. Fish. Bull. 99:545-553.",NA,318
Wells,1984,NA,"Wells, R. 1984. The food of the grey mullet (<i>Mugil cephalus</i> L.) in Lake Waahi and the Waikato River at Huntly. N.Z. J. Mar. Freshwat. Res. 18(1):13-19.",NA,785
Pisarevskaya,1991,NA,"Pisarevskaya, I.I.; Aksenova, E.O. 1991. Feeding of Black Sea mullets during early ontogeny. J. Ichthyol. 31(3):22-30.",NA,619
Gill,1998,NA,"Gill, H.S.; Morgan, D.L. 1998. Larval development of <i>Nannatherina balstoni</i> Regan (Nannopercidae), with a description of ontogenetic changes in diet. Ecol. Freshwat. Fish 7:132-139.",NA,240
Blaber,1994,NA,"Blaber, S.J.M.; Brewer, D.T.; Salini, J.P. 1994. Diet and dentition in tropical ariid catfishes from Australia. Environ. Biol. Fishes 40(2):159-174.",NA,63
Eldon,1979,NA,"Eldon, G.A. 1979. Food of the Canterbury mudfish, <i>Neochanna burrowsius</i> (Salmoniformes: Galaxiidae). N.Z. J. Mar. Freshwat. Res. 13(2):255-261.",NA,187
Blay,1995,NA,"Blay, J. Jr. 1995. Food and diel feeding periodicity of juvenile sicklefin mullet, <i>Liza falcipinnis</i> (Mugilidae) in a closed tropical lagoon. Cybium 19(4):325-332.",NA,66
Baimov,1970,NA,"Baimov, U.A. 1970. Feeding of monky goby in the Aral Sea. Vopr. Ikhtiol. 10(1):175-178.",NA,48
Salini,1994,NA,"Salini, J.P.; Blaber, S.J.M.; Brewer, D.T. 1994. Diets of trawled predatory fish of the Gulf of Carpentaria, Australia, with particular reference to predation on prawns. Aust. J. Mar. Freshwat. Res. 45(3):397-411.",NA,664
Ferriz,1993,NA,"Ferriz, R.A. 1993. Algunos aspectos de la dieta de cuatro especies ícticas del río Limay. Revista de Ictiologia 2/3 (1/2):1-7.",NA,207
Rodrigues,2001,NA,"Rodrigues, L.F.; Bemvenuti, M.A. 2001. Hábito alimentar e osteologia da boca do peixe-rei, <i>Odontesthes humensis</i> de Buen (Atheriniformes, Atherinopsidae) na Lagoa Mirim, Rio Grande do Sul, Brasil. Revista Brasileira de Zoologia, 18(3):793-802.",NA,652
Duque-Nivia,1996,NA,"Duque-Nivia, G.; Acero, A.; Santos-Martinez, A.; Rubio, E. 1996. Food habits of the species of the genus <i>Oligoplites</i> (Carangidae) from the Cienaga Grande de Santa Marta-Colombian Caribbean. Cybium 20(3):251-260.",NA,179
Pearcy,1990,NA,"Pearcy, W.G.; Brodeur, R.D.; Fisher, J.P. 1990. Distribution and biology of juvenile cutthroat trout <i>Oncorhynchus clarki clarki</i> and steelhead <i>O. mykiss</i> in coastal waters off Oregon and Washington. Fish. Bull. 88(4):697-711.",NA,607
Jeppson,1959,NA,"Jeppson, P.W.; Platts, W.S. 1959. Ecology and control of the Columbia squawfish in northern Idaho lakes. Trans. Am. Fish. Soc. 88(2):197-202.",NA,338
Lebrasseur,1965,NA,"Lebrasseur, R.J. 1965. Stomach contents of salmon and steelhead trout in the northeastern Pacific Ocean. J. Fish. Res. Board Can. 23:85-107.",NA,423
Shershnev,1982,NA,"Shershnev, A.P.; Chupakhin, V.V.; Rudnev, V.A. 1982. Ecology of juvenile pink salmon, <i>Oncorhynchus gorbuscha</i> (Salmonidae), from Sakhalin and Iturup Islands during the marine period of life. J. Ichthyol. 22(3):90-97.",NA,678
Murphy,1988,NA,"Murphy, M.L.; Thedinga, J.F.; Koski, K.V. 1988. Size and diet of juvenile Pacific salmon during seaward migration through a small estuary in southeastern Alaska. Fish. Bull. 86(2):213-222.",NA,536
Gorbatenko,1989,NA,"Gorbatenko, K.M.; Chuchukalo, V.I. 1989. Feeding and daily food consumption of Pacific salmon of the genus <i>Oncorhynchus</i> in the Okhotsk Sea during summer and autumn. Vopr. Ikhtiol. 3:456-464.",NA,252
Kanno,1971,NA,"Kanno, Y.; Hamai, I. 1971. Food of salmonid fish in the Bering Sea in summer of 1996. Bull. Fac. Fish. Hokkaido Univ. 22:107-128.",NA,352
Karpenko,1989,NA,"Karpenko, V.I.; Nikolaeva, E.T. 1989. Daily feeding rhythm and rations of juvenile chum salmon, <i>Oncorhynchus keta</i>, during river and early marine part of their life cycle. J. Ichthyol. 29(4):75-82.",NA,354
Brodeur,1990,NA,"Brodeur, R.D.; Pearcy, W.G. 1990. Trophic relations of juvenile pacific salmon off the Oregon and Washington coast. Fish. Bull. 88(4):617-636.",NA,77
Brodeur,1991,NA,"Brodeur, R.D. 1991. Ontogenetic variations in the type and size of prey consumed by juvenile coho, <i>Oncorhynchus kisutch</i>, and chinook, <i>O. tshawytscha</i>, salmon. Environ. Biol. Fishes 30(3):303-315.",NA,75
Johnson,1981,NA,"Johnson, J.; Johnson, E. 1981. Feeding periodicity and diel variation in diet composition of subyearling coho salmon, <i>Oncorhynchus kisutch</i>, and steelhead, <i>Salmo gairdneri</i> in a small stream during summer. Fish. Bull. 79(2):370-376.",NA,345
Pidgeon,1981,NA,"Pidgeon, R.W.J. 1981. Diet and growth of rainbow trout, <i>Salmo gairdneri</i> Richardson in two streams on the New England Tableland, New South Wales. Aust. J. Mar. Freshwat. Res. 32:967-974.",NA,615
